Year,Sex,WorkingPattern,AgeGroup,WorkRegion,Occupation,Industry,Value,comment
2020,Female,Full-time,,Scotland,Skilled trades occupations,,18982,acceptable
2020,Female,Full-time,,Scotland,,,28606,
2020,Female,Full-time,,South East,Administrative and secretarial occupations,,24378,
2020,Female,Full-time,,South East,Associate professional and technical occupations,,29970,
2020,Female,Full-time,,South East,"Caring, leisure and other service occupations",,18880,
2020,Female,Full-time,,South East,Elementary occupations,,18969,
2020,Female,Full-time,,South East,"Managers, directors and senior officials",,37813,
2020,Female,Full-time,,South East,"Process, plant and machine operatives",,21626,reasonably precise
2020,Female,Full-time,,South East,Professional occupations,,37381,
2020,Female,Full-time,,South East,Sales and customer service occupations,,20762,
2020,Female,Full-time,,South East,Skilled trades occupations,,23066,reasonably precise
2020,Female,Full-time,,South East,,,28307,
2020,Female,Full-time,,South West,Administrative and secretarial occupations,,21810,
2020,Female,Full-time,,South West,Associate professional and technical occupations,,27807,reasonably precise
2020,Female,Full-time,,South West,"Caring, leisure and other service occupations",,19064,reasonably precise
2020,Female,Full-time,,South West,Elementary occupations,,17061,
2020,Female,Full-time,,South West,"Managers, directors and senior officials",,35240,reasonably precise
2020,Female,Full-time,,South West,"Process, plant and machine operatives",,20517,acceptable
2020,Female,Full-time,,South West,Professional occupations,,35120,
2020,Female,Full-time,,South West,Sales and customer service occupations,,19850,
2020,Female,Full-time,,South West,Skilled trades occupations,,20214,acceptable
2020,Female,Full-time,,South West,,,25985,
2020,Female,Full-time,,Wales,Administrative and secretarial occupations,,22502,
2020,Female,Full-time,,Wales,Associate professional and technical occupations,,28011,
2020,Female,Full-time,,Wales,"Caring, leisure and other service occupations",,19415,
2020,Female,Full-time,,Wales,Elementary occupations,,19656,
2020,Female,Full-time,,Wales,"Managers, directors and senior officials",,33978,acceptable
2020,Female,Full-time,,Wales,"Process, plant and machine operatives",,21463,reasonably precise
2020,Female,Full-time,,Wales,Professional occupations,,36876,
2020,Female,Full-time,,Wales,Sales and customer service occupations,,19471,reasonably precise
2020,Female,Full-time,,Wales,Skilled trades occupations,,x,unacceptable
2020,Female,Full-time,,Wales,,,26317,
2020,Female,Full-time,,West Midlands,Administrative and secretarial occupations,,23190,
2020,Female,Full-time,,West Midlands,Associate professional and technical occupations,,28271,
2020,Female,Full-time,,West Midlands,"Caring, leisure and other service occupations",,18271,
2020,Female,Full-time,,West Midlands,Elementary occupations,,18479,
2020,Female,Full-time,,West Midlands,"Managers, directors and senior officials",,37343,reasonably precise
2020,Female,Full-time,,West Midlands,"Process, plant and machine operatives",,19718,reasonably precise
2020,Female,Full-time,,West Midlands,Professional occupations,,36065,
2020,Female,Full-time,,West Midlands,Sales and customer service occupations,,19608,
2020,Female,Full-time,,West Midlands,Skilled trades occupations,,21410,acceptable
2020,Female,Full-time,,West Midlands,,,26286,
2020,Female,Full-time,,Yorkshire and The Humber,Administrative and secretarial occupations,,21933,
2020,Female,Full-time,,Yorkshire and The Humber,Associate professional and technical occupations,,27752,
2020,Female,Full-time,,Yorkshire and The Humber,"Caring, leisure and other service occupations",,18460,
2020,Female,Full-time,,Yorkshire and The Humber,Elementary occupations,,18144,
2020,Female,Full-time,,Yorkshire and The Humber,"Managers, directors and senior officials",,33282,reasonably precise
2020,Female,Full-time,,Yorkshire and The Humber,"Process, plant and machine operatives",,x,unacceptable
2020,Female,Full-time,,Yorkshire and The Humber,Professional occupations,,34033,
2020,Female,Full-time,,Yorkshire and The Humber,Sales and customer service occupations,,19079,
2020,Female,Full-time,,Yorkshire and The Humber,Skilled trades occupations,,20683,acceptable
2020,Female,Full-time,,Yorkshire and The Humber,,,25290,
2020,Female,Full-time,,,Administrative and secretarial occupations,,23457,
2020,Female,Full-time,,,Associate professional and technical occupations,,29852,
2020,Female,Full-time,,,"Caring, leisure and other service occupations",,19280,
2020,Female,Full-time,,,Elementary occupations,,18425,
2020,Female,Full-time,,,"Managers, directors and senior officials",,40109,
2020,Female,Full-time,,,"Process, plant and machine operatives",,20282,
2020,Female,Full-time,,,Professional occupations,,37262,
2020,Female,Full-time,,,Sales and customer service occupations,,19900,
2020,Female,Full-time,,,Skilled trades occupations,,21264,
2020,Female,Full-time,,,,Accommodation and food service activities,21536,
2020,Female,Full-time,,,,Activities of households as employers; undifferianted goods-and-services-producing activities of households for own use,22480,acceptable
2020,Female,Full-time,,,,Administrative and support service activities,24056,
2020,Female,Full-time,,,,"Agriculture, forestry and fishing",22547,reasonably precise
2020,Female,Full-time,,,,"Arts, entertainment and recreation",25233,
2020,Female,Full-time,,,,Construction,29996,
2020,Female,Full-time,,,,Education,30708,
2020,Female,Full-time,,,,"Electricity, gas, steam and air conditioning supply",33030,reasonably precise
2020,Female,Full-time,,,,Financial and insurance activities,35964,reasonably precise
2020,Female,Full-time,,,,Human health and social work activities,26267,
2020,Female,Full-time,,,,Information and communication,37276,reasonably precise
2020,Female,Full-time,,,,Manufacturing,25722,
2020,Female,Full-time,,,,Mining and quarrying,x,unacceptable
2020,Female,Full-time,,,,Other service activities,24245,
2020,Female,Full-time,,,,"Professional, scientific and technical activities",31864,
2020,Female,Full-time,,,,Public administration and defence; compulsory social security,31276,
2020,Female,Full-time,,,,Real estate activities,27956,reasonably precise
2020,Female,Full-time,,,,Transportation and storage,28797,
2020,Female,Full-time,,,,"Water supply; sewerage, waste management and remediation activities",30396,acceptable
2020,Female,Full-time,,,,Wholesale and retail trade; repair of motor vehicles and motorcycles,23005,
2020,Female,Full-time,,,,,27981,
2020,Female,Part-time,16-17,,,,x,unacceptable
2020,Female,Part-time,18-21,,,,6125,reasonably precise
2020,Female,Part-time,22-29,,,,10406,
2020,Female,Part-time,30-39,,,,12161,
2020,Female,Part-time,40-49,,,,12239,
2020,Female,Part-time,50-59,,,,11903,
2020,Female,Part-time,60+,,,,10147,
2020,Female,Part-time,,East,Administrative and secretarial occupations,,11145,reasonably precise
2020,Female,Part-time,,East,Associate professional and technical occupations,,13666,reasonably precise
2020,Female,Part-time,,East,"Caring, leisure and other service occupations",,10295,
2020,Female,Part-time,,East,Elementary occupations,,6306,acceptable
2020,Female,Part-time,,East,"Managers, directors and senior officials",,x,unacceptable
2020,Female,Part-time,,East,"Process, plant and machine operatives",,11653,acceptable
2020,Female,Part-time,,East,Professional occupations,,17490,reasonably precise
2020,Female,Part-time,,East,Sales and customer service occupations,,9056,reasonably precise
2020,Female,Part-time,,East,Skilled trades occupations,,10573,acceptable
2020,Female,Part-time,,East,,,10756,
2020,Female,Part-time,,East Midlands,Administrative and secretarial occupations,,10440,
2020,Female,Part-time,,East Midlands,Associate professional and technical occupations,,12743,reasonably precise
2020,Female,Part-time,,East Midlands,"Caring, leisure and other service occupations",,10974,
2020,Female,Part-time,,East Midlands,Elementary occupations,,7008,reasonably precise
2020,Female,Part-time,,East Midlands,"Managers, directors and senior officials",,12936,acceptable
2020,Female,Part-time,,East Midlands,"Process, plant and machine operatives",,x,unacceptable
2020,Female,Part-time,,East Midlands,Professional occupations,,21112,reasonably precise
2020,Female,Part-time,,East Midlands,Sales and customer service occupations,,9674,reasonably precise
2020,Female,Part-time,,East Midlands,Skilled trades occupations,,11333,acceptable
2020,Female,Part-time,,East Midlands,,,11113,
2020,Female,Part-time,,London,Administrative and secretarial occupations,,12000,reasonably precise
2020,Female,Part-time,,London,Associate professional and technical occupations,,x,unacceptable
2020,Female,Part-time,,London,"Caring, leisure and other service occupations",,10998,reasonably precise
2020,Female,Part-time,,London,Elementary occupations,,7859,acceptable
2020,Female,Part-time,,London,"Managers, directors and senior officials",,x,unacceptable
2020,Female,Part-time,,London,"Process, plant and machine operatives",,x,unacceptable
2020,Female,Part-time,,London,Professional occupations,,22780,acceptable
2020,Female,Part-time,,London,Sales and customer service occupations,,9968,
2020,Female,Part-time,,London,Skilled trades occupations,,x,unacceptable
2020,Female,Part-time,,London,,,12293,
2020,Female,Part-time,,North East,Administrative and secretarial occupations,,12054,reasonably precise
2020,Female,Part-time,,North East,Associate professional and technical occupations,,16246,reasonably precise
2020,Female,Part-time,,North East,"Caring, leisure and other service occupations",,10863,reasonably precise
2020,Female,Part-time,,North East,Elementary occupations,,6247,reasonably precise
2020,Female,Part-time,,North East,"Managers, directors and senior officials",,x,unacceptable
2020,Female,Part-time,,North East,"Process, plant and machine operatives",,x,unacceptable
2020,Female,Part-time,,North East,Professional occupations,,24193,reasonably precise
2020,Female,Part-time,,North East,Sales and customer service occupations,,9362,acceptable
2020,Female,Part-time,,North East,Skilled trades occupations,,11220,acceptable
2020,Female,Part-time,,North East,,,11290,reasonably precise
2020,Female,Part-time,,North West,Administrative and secretarial occupations,,11975,
2020,Female,Part-time,,North West,Associate professional and technical occupations,,13568,acceptable
2020,Female,Part-time,,North West,"Caring, leisure and other service occupations",,11358,
2020,Female,Part-time,,North West,Elementary occupations,,7003,reasonably precise
2020,Female,Part-time,,North West,"Managers, directors and senior officials",,x,unacceptable
2020,Female,Part-time,,North West,"Process, plant and machine operatives",,x,unacceptable
2020,Female,Part-time,,North West,Professional occupations,,22749,
2020,Female,Part-time,,North West,Sales and customer service occupations,,9616,
2020,Female,Part-time,,North West,Skilled trades occupations,,x,unacceptable
2020,Female,Part-time,,North West,,,11352,
2020,Female,Part-time,,Northern Ireland,,,11140,
2020,Female,Part-time,,Scotland,Administrative and secretarial occupations,,11701,
2020,Female,Part-time,,Scotland,Associate professional and technical occupations,,15642,acceptable
2020,Female,Part-time,,Scotland,"Caring, leisure and other service occupations",,12131,
2020,Female,Part-time,,Scotland,Elementary occupations,,7874,
2020,Female,Part-time,,Scotland,"Managers, directors and senior officials",,x,unacceptable
2020,Female,Part-time,,Scotland,"Process, plant and machine operatives",,x,unacceptable
2020,Female,Part-time,,Scotland,Professional occupations,,20189,reasonably precise
2020,Female,Part-time,,Scotland,Sales and customer service occupations,,9282,reasonably precise
2020,Female,Part-time,,Scotland,Skilled trades occupations,,10549,acceptable
2020,Female,Part-time,,Scotland,,,12078,
2020,Female,Part-time,,South East,Administrative and secretarial occupations,,11000,
2020,Female,Part-time,,South East,Associate professional and technical occupations,,14331,reasonably precise
2020,Female,Part-time,,South East,"Caring, leisure and other service occupations",,10238,
